topology,rho_agents,run_id,run_seed,sync_index,mean_aggregate_battery_kw,std_aggregate_battery_kw,feeder_violation_fraction
legacy_ring,0.23076923076923075,16,1683450800,1.7716420542457822,-14.247029788801294,72.65727982926333,0.4583333333333333
legacy_ring,0.23076923076923075,17,1796984671,2.043229323408587,-11.252543875052524,56.71067006096895,0.4166666666666667
legacy_ring,0.23076923076923075,18,1259448909,2.021175951614992,-11.90890074766117,66.80400726404507,0.4166666666666667
legacy_ring,0.23076923076923075,19,261335327,1.9254313120337099,-13.921564185298445,67.95379848234082,0.375
legacy_ring,0.2564102564102564,0,1097881372,2.092347737069818,-15.08735829406399,71.91399811626995,0.4583333333333333
legacy_ring,0.2564102564102564,1,2582212218,1.9836048251582377,-14.063225413079268,58.46998017950816,0.3333333333333333
legacy_ring,0.2564102564102564,2,2781216854,1.8853281952090075,-12.119347037373112,69.31622714490567,0.4166666666666667
legacy_ring,0.2564102564102564,3,3509430018,1.7822948140544224,-12.411531923651395,77.82802167902499,0.375
legacy_ring,0.2564102564102564,4,977779712,1.8749176305894986,-13.6147999790067,69.96485827729808,0.4583333333333333
legacy_ring,0.2564102564102564,5,2310032745,1.7218342914994949,-12.906772745324695,61.53248416516621,0.3333333333333333
legacy_ring,0.2564102564102564,6,343219651,1.8929290683381865,-15.03383321862078,66.85330321822404,0.3333333333333333
legacy_ring,0.2564102564102564,7,1078301642,1.9245765133909802,-12.80310590229343,63.69215719424406,0.4583333333333333
legacy_ring,0.2564102564102564,8,500597087,1.9469892838236085,-14.469589764541,66.14250219673906,0.4166666666666667
legacy_ring,0.2564102564102564,9,777901846,1.7966147631052696,-13.233771024634457,70.5654909053615,0.375
legacy_ring,0.2564102564102564,10,1317887346,2.3384168567275876,-13.036193227001794,63.35287977169511,0.5416666666666666
legacy_ring,0.2564102564102564,11,2580808165,2.161018997938436,-13.50845928300427,65.38962764399861,0.4583333333333333
legacy_ring,0.2564102564102564,12,2471927827,2.053706207583902,-14.670605505069318,69.04002358639531,0.5
legacy_ring,0.2564102564102564,13,2208737309,1.8621128247750034,-12.788003738141034,68.54040816550544,0.375
legacy_ring,0.2564102564102564,14,2541476229,2.0774484231214894,-14.128520197288857,69.20329146922197,0.4583333333333333
legacy_ring,0.2564102564102564,15,3944330504,1.6704661117946564,-14.80839859800289,55.757709119306604,0.3333333333333333
legacy_ring,0.2564102564102564,16,1855581375,1.8019096119153442,-14.398765254444674,73.38957881520615,0.4583333333333333
legacy_ring,0.2564102564102564,17,1551227555,2.0750609781048115,-14.126591271523962,67.68076568989905,0.4166666666666667
legacy_ring,0.2564102564102564,18,979435917,1.5611512553683184,-13.94320679002138,64.29774686843838,0.3333333333333333
legacy_ring,0.2564102564102564,19,3171055687,1.945852022337612,-12.385101967765856,70.10807814835034,0.375
legacy_ring,0.28205128205128205,0,3149873621,2.018665426104336,-12.685073350622778,69.28314659773682,0.4166666666666667
legacy_ring,0.28205128205128205,1,4105212229,1.7478842101748906,-14.110379795383581,74.57242472265602,0.4583333333333333
legacy_ring,0.28205128205128205,2,3346274832,1.9626099960381194,-16.009137712427748,71.75001243234692,0.4166666666666667
